budget,revenue,original_title,vote_average,release_year
32000000,42045846,Going the Distance,6,2010
24000000,23081726,Faster,6.2,2010
3000000,177512032,Paranormal Activity 2,5.7,2010
15000000,9455232,Never Let Me Go,6.7,2010
20000000,65464324,The American,5.6,2010
30000000,55583804,Cop Out,5.5,2010
500000,4242978,Monsters,6.3,2010
38000000,105610124,Life as We Know It,6.5,2010
12000000,6814789,Centurion,5.7,2010
3200000,5332926,Beginners,6.8,2010
22000000,851517,Shelter,5.5,2010
22000000,9479718,Stone,4.9,2010
15000000,75700498,Diary of a Wimpy Kid,5.8,2010
2000000,572809,I Spit on Your Grave,6.2,2010
24000000,83188165,Piranha 3D,5.2,2010
40000000,58785180,Morning Glory,6.1,2010
12500000,6732980,Conviction,7,2010
90000000,16178959,The Nutcracker: The Untold Story,5.8,2010
1800000,67738090,The Last Exorcism,5.4,2010
48000000,112462508,Tooth Fairy,5.2,2010
22000000,24188922,Fair Game,6.4,2010
10000000,498974,The Ward,5.9,2010
1987650,19152480,Buried,6.5,2010
69000000,86387857,Dinner for Schmucks,5.4,2010
4000000,34705850,The Kids Are All Right,6.4,2010
10000000,66821036,Skyline,4.7,2010
20000000,45636368,The Debt,6.1,2010
2000000,13831503,Winter's Bone,6.7,2010
7000000,46488,Ca$h,5.8,2010
85000000,112483764,Cats & Dogs 2 : The Revenge of Kitty Galore,5,2010
10000000,6110000,MacGruber,5.2,2010
120000000,48668907,How Do You Know,4.9,2010
500000,98017,Rubber,5.6,2010
28000000,45236543,The Spy Next Door,5.4,2010
20000000,49779728,She's Out of My League,5.9,2010
12000000,204940,Henry's Crime,5.8,2010
25000000,4644108,London Boulevard,5.5,2010
50000000,105197635,Hereafter,5.5,2010
25000000,19829957,My Soul to Take,5.2,2010
30000000,967000,TEKKEN,5,2010
30000000,967000,TEKKEN,5,2010
25000000,15478800,The Conspirator,5.9,2010
21000000,49050886,Death at a Funeral,5.7,2010
7000000,382946,Hesher,6.2,2010
5000000,1000000,Animal Kingdom,6.7,2010
50000000,83761844,Marmaduke,4.9,2010
70000000,134748021,Wall Street: Money Never Sleeps,5.8,2010
18000000,871279,Carlos,6.2,2010
8000000,18124262,Another Year,6.7,2010
5000000,2614773,Everything Must Go,5.8,2010
20000000,54956140,The Crazies,6.1,2010
5000000,5129058,Rabbit Hole,6.6,2010
20000000,39300000,Alpha and Omega,5.5,2010
80000000,201584141,Yogi Bear,5.1,2010
5773100,18144030,StreetDance 3D,5.8,2010
2500000,324138,Super,6.6,2010
20000000,346594,The Tempest,6.1,2010
15000000,20529194,Country Strong,5.9,2010
27000000,16504936,"Tomorrow, When the War Began",6.5,2010
31000000,15134293,Extraordinary Measures,5.8,2010
10000000,33583175,Devil,5.6,2010
14000000,21409028,Our Family Wedding,5.9,2010
100000,1000000,Halo Legends,7.2,2010
30000000,8454301,Barney's Version,6.9,2010
80000000,74901339,Edge of Darkness,6,2010
4600000,1163967,4.3.2.1,5.9,2010
4000000,55125,Dirty Girl,6.2,2010
30000,3045943,Catfish,6.4,2010
35000000,39340177,Furry Vengeance,4.7,2010
12500000,1083683,Casino Jack,6,2010
2500000,52604,Hatchet II,5.1,2010
20000000,4634062,Dylan Dog: Dead of Night,4.9,2010
30000,617000,Howl,6.8,2010
3000000,103735,Freakonomics,6.7,2010
12500000,3878993,The Perfect Game,5.7,2010
650000,33245,Stake Land,6.2,2010
425000000,11087569,The Warrior's Way,6.4,2010
10000000,4349187,Burke & Hare,6,2010
10000000,55089,Inhale,5.9,2010
967686,4270000,Four Lions,7,2010
1500000,187716,Waste Land,7.8,2010
7000000,453079,The Extra Man,5.9,2010
4500000,123820,The Romantics,4.8,2010
7000000,3218666,Balada triste de trompeta,6.2,2010
20000000,60072596,Why Did I Get Married Too?,6,2010
60000000,296221663,Resident Evil: Afterlife,5.8,2010
10000000,1068682,Vanishing on 7th Street,4.8,2010
10000000,5000000,Action Replayy,4.9,2010
35000000,60251371,Secretariat,6.6,2010
3,43,Boy,7.3,2010
63000000,100853753,Fight Club,8.1,1999
63000000,463517383,The Matrix,7.8,1999
15000000,356296601,American Beauty,7.7,1999
115000000,924317558,Star Wars: Episode I - The Phantom Menace,6.3,1999
80000000,415885488,The Mummy,6.3,1999
60000000,284600000,The Green Mile,8,1999
40000000,672806292,The Sixth Sense,7.5,1999
135000000,361832400,The World Is Not Enough,6,1999
10500000,75902208,Cruel Intentions,6.5,1999
100000000,206071502,Sleepy Hollow,6.7,1999
11000000,235483004,American Pie,6.4,1999
66000000,212404396,Entrapment,5.9,1999
90000000,485015179,Toy Story 2,7.2,1999
16000000,53478166,10 Things I Hate About You,7.2,1999
42000000,363889678,Notting Hill,6.8,1999
33000000,310940086,Austin Powers: The Spy Who Shagged Me,6,1999
2000000,11540607,Boys Don't Cry,7,1999
90000000,60289912,The Insider,7.1,1999
45000000,90683916,Galaxy Quest,6.6,1999
65000000,162091208,Eyes Wide Shut,6.8,1999
13000000,22863596,Being John Malkovich,7.1,1999
80000000,176885658,Analyze This,6.3,1999
133000000,300135367,Stuart Little,5.6,1999
73000000,151493655,The Bone Collector,6.5,1999
170000000,222104681,Wild Wild West,5.2,1999
160000000,61698899,The 13th Warrior,6.2,1999
100000000,211989043,End of Days,5.4,1999
24000000,88545092,The Cider House Rules,6.6,1999
70000000,23159305,The Iron Giant,7.5,1999
60000000,73648228,Deep Blue Sea,5.5,1999
90000000,161626121,Payback,6.5,1999
70000000,309457509,Runaway Bride,5.7,1999
10000000,103166989,She's All That,5.6,1999
70000000,177841558,Double Jeopardy,6.1,1999
6000000,30471,The Boondock Saints,7.1,1999
10000000,12827813,Office Space,7.3,1999
6000000,10409377,The Virgin Suicides,7,1999
100000000,93700000,Bicentennial Man,6.7,1999
25000,248000000,The Blair Witch Project,6.3,1999
38000000,58401898,The Ninth Gate,6.2,1999
50000000,73956241,The Hurricane,7.3,1999
16000000,18564088,The Thirteenth Floor,6.5,1999
34200000,234801895,Big Daddy,6.2,1999
40000000,96618699,8MM,6,1999
10000000,30652890,Dogma,6.6,1999
80000000,91188905,The Haunting,5.3,1999
75000000,93888180,Forces of Nature,5.2,1999
35000000,40263020,Blast from the Past,6.2,1999
80000000,118880016,Message in a Bottle,5.7,1999
60000000,149705852,The General's Daughter,5.9,1999
29000000,50041732,Stigmata,5.8,1999
12000000,21133087,Stir of Echoes,6.3,1999
37000000,48451803,Magnolia,7.3,1999
51000000,36911617,The Bachelor,4.5,1999
75000000,14010690,Virus,4.9,1999
40000000,128798265,The Talented Mr. Ripley,6.9,1999
27000000,56870414,Lake Placid,5.3,1999
34000000,4217115,Detroit Rock City,6.4,1999
68000000,29762011,Mystery Men,5.4,1999
80000000,90874570,Fantasia 2000,6.9,1999
6500000,28451622,Go,6.9,1999
25000000,84565230,Never Been Kissed,5.7,1999
75000000,108000000,Three Kings,6.3,1999
82000000,47434430,Man on the Moon,6.6,1999
25000000,13000000,Brokedown Palace,6.3,1999
19000000,40846082,House on Haunted Hill,5.6,1999
48000000,124305181,The Thomas Crown Affair,6.7,1999
64000000,74608570,Random Hearts,5.3,1999
15000000,2856712,eXistenZ,6.6,1999
23000000,10827816,The End of the Affair,6.1,1999
65000000,117758500,Blue Streak,6,1999
21000000,17762705,The Rage: Carrie 2,5.1,1999
10000000,5241315,Black and White,4.7,1999
25000000,15156200,The Corruptor,6.1,1999
45000000,10667893,Universal Soldier: The Return,4.5,1999
70000000,11263966,Chill Factor,5.4,1999
80000000,73345029,Life,6.6,1999
23000000,18653615,Anywhere But Here,5.9,1999
75000000,19598588,The Astronaut's Wife,5.4,1999
65000000,36850101,My Favorite Martian,5.2,1999
10000000,3193102,The Limey,6.6,1999
25,13,Angela's Ashes,7,1999
50000000,58900031,The Story of Us,5.9,1999
8000000,17843379,Drive Me Crazy,5.9,1999
24000000,16290976,Muppets from Space,5.7,1999
14000000,18535191,An Ideal Husband,6.4,1999
17000000,65535067,Deuce Bigalow: Male Gigolo,5.3,1999
25000000,4152230,Idle Hands,6.1,1999
55000000,100230832,Any Given Sunday,6.8,1999
38000000,28121100,The Deep End of the Ocean,5.8,1999
600000,4000000,Human Traffic,6.8,1999
7000000,14011454,In Too Deep,6.5,1999
13000000,8946237,Teaching Mrs. Tingle,5.3,1999
10000000,10571408,Drop Dead Gorgeous,6.2,1999
9000000,34573780,The Best Man,7.8,1999
6000000,4398989,Simply Irresistible,6.2,1999
27000000,14859394,Music of the Heart,6.7,1999
28000000,8888143,"Mystery, Alaska",5.8,1999
50000000,13260050,The Mod Squad,4.5,1999
6000000,25059640,The Wood,7.6,1999
6000000,6852450,200 Cigarettes,6.5,1999
75000000,29000000,The Out-of-Towners,5.2,1999
60000000,66976317,Joan of Arc,6.1,1999
20000000,1531251,Beowulf,4.5,1999
24000000,8434146,Play It to the Bone,5.3,1999
1700000,1943649,"Happy, Texas",5.3,1999
38000000,635096,Ride with the Devil,6.6,1999
3000000,3076820,Jawbreaker,5.6,1999
13000000,27500000,Dick,5.7,1999
25000000,12000000,The King and I,4.7,1999
7000000,7292175,Outside Providence,5.6,1999
450000,2049595,Trick,6.5,1999
12000000,36450736,Baby Geniuses,3.8,1999
3800000,28200000,East Is East,6.5,1999
1,100,Lost & Found,4.8,1999
12000000,21001563,Tea with Mussolini,5.7,1999
93000000,871368364,The Lord of the Rings: The Fellowship of the Ring,7.8,2001
125000000,976475550,Harry Potter and the Philosopher's Stone,7.2,2001
15000000,20117339,Mulholland Drive,7.4,2001
6000000,1270522,Donnie Darko,7.5,2001
115000000,562816256,"Monsters, Inc.",7.3,2001
100000000,235926552,A.I. Artificial Intelligence,6.6,2001
60000000,484409218,Shrek,7.1,2001
25000000,281929795,Bridget Jones's Diary,6.5,2001
85000000,450717150,Ocean's Eleven,7,2001
140000000,449220945,Pearl Harbor,6.6,2001
98000000,433013274,The Mummy Returns,5.8,2001
120000000,186053725,Atlantis: The Lost Empire,6.5,2001
115000000,274703340,Lara Croft: Tomb Raider,5.6,2001
60000000,313542341,A Beautiful Mind,7.5,2001
30000000,287553595,American Pie 2,5.9,2001
37000000,165335153,The Princess Diaries,6.3,2001
52500000,179213434,Moulin Rouge!,7.2,2001
100000000,362211740,Planet of the Apes,5.5,2001
21000000,71441250,The Royal Tenenbaums,7.3,2001
53000000,83282296,Blow,7.3,2001
70000000,96976270,Enemy at the Gates,7.1,2001
92000000,172989651,Black Hawk Down,7.1,2001
18000000,141774679,Legally Blonde,6.1,2001
65000000,117487473,A Knight's Tale,6.5,2001
28000000,60780981,Zoolander,6.1,2001
16000000,66468332,Not Another Teen Movie,5.3,2001
45000000,141220678,Scary Movie 2,5.5,2001
90000000,347325802,Rush Hour 2,6.5,2001
45000000,104876233,Training Day,7.2,2001
17000000,209947037,The Others,7.1,2001
25000000,80936232,Jimmy Neutron: Boy Genius,5.5,2001
22000000,33788161,Jay and Silent Bob Strike Back,6.3,2001
28000000,77516304,Serendipity,6.6,2001
60000000,93375151,Cats & Dogs,5,2001
68000000,203388341,Vanilla Sky,6.3,2001
25000000,64437847,Kiss of the Dragon,6.3,2001
92000000,143049560,Spy Game,6.5,2001
102000000,147080413,Swordfish,6,2001
40000000,141069860,Shallow Hal,5.5,2001
30000000,17833000,AntiTrust,5.6,2001
137000000,85131830,Final Fantasy: The Spirits Within,5.6,2001
42000000,35402320,Original Sin,5.8,2001
70000000,176104344,Dr. Dolittle 2,4.9,2001
40000000,91753202,Behind Enemy Lines,5.9,2001
10000000,59217789,Jeepers Creepers,6,2001
35000000,74558115,From Hell,6.4,2001
72000000,27642707,The Last Castle,7.1,2001
60000000,105178561,Along Came a Spider,5.8,2001
3000000,18492362,Super Troopers,6.7,2001
35000000,94728529,The Wedding Planner,5.4,2001
48000000,85498534,Rat Race,5.9,2001
19800000,87754044,Gosford Park,6.6,2001
11000000,16000000,Jason X,4.3,2001
57000000,147845033,The Mexican,5.7,2001
23000000,36642838,Joy Ride,6.2,2001
22000000,40270895,I Am Sam,7.2,2001
57000000,16991902,Rock Star,5.9,2001
48000000,50315140,K-PAX,7,2001
50000000,100020092,Don't Say a Word,6.1,2001
21150000,39438674,Crocodile Dundee in Los Angeles,4.8,2001
11000000,13110448,Frailty,6.8,2001
53000000,29700000,Angel Eyes,5.6,2001
31000000,24185781,Hearts in Atlantis,6.3,2001
30000000,23619609,The Glass House,5.3,2001
60000000,56359980,15 Minutes,5.7,2001
32000000,40222729,Hardball,6.4,2001
80000000,98376292,Evolution,5.4,2001
107000000,87713825,Ali,6.7,2001
1500000,373967,Session 9,6,2001
68000000,71069884,The Score,6.6,2001
4000000,44909486,Monster's Ball,6.4,2001
17700000,30987695,Joe Dirt,5.5,2001
50000000,79958599,Exit Wounds,5,2001
21000000,28008462,The Tailor of Panama,5.7,2001
40000000,65754228,Sweet November,6.5,2001
12000000,31155435,How High,6.5,2001
11000000,23430766,Tomcats,4.8,2001
72000000,37317558,The Majestic,6.5,2001
62000000,18720175,3000 Miles to Graceland,5.4,2001
100000,490475,Tape,6.6,2001
2079000,4099000,Dil Chahta Hai,7.3,2001
28000000,14010832,Ghosts of Mars,4.6,2001
22000000,19351569,Saving Silverman,5.2,2001
48000000,35743308,Riding in Cars with Boys,6.4,2001
75000000,13596911,Osmosis Jones,5.6,2001
14000000,10424470,Head Over Heels,5.3,2001
38000000,207283925,The Fast and the Furious,6.4,2001
6000000,705308,Human Nature,5.7,2001
13000000,91038276,Save the Last Dance,6.4,2001
35000000,147934180,Spy Kids,5.5,2001
35000000,29400000,The Pledge,6.1,2001
75000000,67631903,Bandits,6.1,2001
22000000,84772742,The Animal,4.5,2001
15000000,12000000,Knockaround Guys,5.7,2001
13000000,16929123,Crazy/Beautiful,6.6,2001
94000000,54744738,Driven,4.8,2001
24000000,14782676,Out Cold,6.1,2001
35000000,13678913,American Outlaws,5.8,2001
87000000,351692268,Hannibal,6.3,2001
75000000,54249294,Domestic Disturbance,5.4,2001
10000000,44460850,Recess: School's Out,6.5,2001
34000000,19693891,Summer Catch,4.8,2001
5000000,295206,Wet Hot American Summer,6.5,2001
1500000,416925,The Believer,6.8,2001
12000000,17292381,Max Keeble's Big Move,5.3,2001
75000000,5409517,Monkeybone,4,2001
250000,4186931,Lovely & Amazing,6.3,2001
11000000,23978402,Corky Romano,4.4,2001
93000000,368780809,Jurassic Park III,5.6,2001
57000000,62112895,Captain Corelli's Mandolin,5.6,2001
1000000,10013424,Kissing Jessica Stein,5.9,2001
40000000,27053815,The Musketeer,5.1,2001
7000000,3646994,The Cat's Meow,5.7,2001
700000,1667192,L.I.E. Long Island Expressway,5.2,2001
6000000,2025238,Novocaine,5.9,2001
11000000,13276953,Sugar & Spice,5.4,2001
10000000,7316658,Bones,4,2001
7000000,10229331,The Wash,5.6,2001
15000000,163169,Down,3.7,2001
5000000,5476060,Made,5.8,2001
16000000,29381649,Baby Boy,7.4,2001
185000000,1001921825,The Dark Knight,8.1,2008
180000000,521311860,WALLÂ·E,7.6,2008
140000000,585174222,Iron Man,7.3,2008
25000000,226830568,Taken,7.2,2008
185000000,786636033,Indiana Jones and the Kingdom of the Crystal Skull,5.6,2008
37000000,392616625,Twilight,5.8,2008
200000000,586090727,Quantum of Solace,6,2008
130000000,631744560,Kung Fu Panda,6.8,2008
19000000,18755936,Sex Drive,5.9,2008
52000000,609841637,Mamma Mia!,6.2,2008
150000000,333932083,The Curious Case of Benjamin Button,7.2,2008
145000000,401128639,The Mummy: Tomb of the Dragon Emperor,5.1,2008
150000000,163712074,The Incredible Hulk,6.1,2008
33000000,269958228,Gran Torino,7.6,2008
150000000,603900354,Madagascar: Escape 2 Africa,6.1,2008
85000000,160388063,Hellboy II: The Golden Army,6.4,2008
85000000,222231186,Jumper,5.9,2008
45000000,101702060,Journey to the Center of the Earth,5.7,2008
75000000,258270008,Wanted,6.3,2008
15000000,377910544,Slumdog Millionaire,7.5,2008
30000000,108979549,Transporter 3,5.9,2008
75000000,200276000,Valkyrie,6.6,2008
105000000,266000000,"10,000 BC",5.2,2008
150000000,624029371,Hancock,6,2008
15000000,42000000,The Hurt Locker,7.2,2008
35000000,170000000,What Happens in Vegas,5.8,2008
225000000,419651413,The Chronicles of Narnia: Prince Caspian,6.1,2008
92000000,188072649,Tropic Thunder,6.4,2008
80000000,178066569,Eagle Eye,6.2,2008
12500000,20416563,The Boy in the Striped Pyjamas,7.6,2008
50000000,113244290,Rambo,6.2,2008
45000000,73762516,Death Race,5.9,2008
23000000,150816700,Step Up 2: The Streets,6.4,2008
80000000,233093859,The Day the Earth Stood Still,5.1,2008
55000000,168167691,Seven Pounds,7.4,2008
25000000,170764026,Cloverfield,6.4,2008
150000000,309979994,Bolt,6.3,2008
30000000,105173115,Forgetting Sarah Marshall,6.3,2008
130000000,49554002,Australia,6.3,2008
70000000,225990978,Yes Man,6.3,2008
60000000,244082376,Marley & Me,6.8,2008
70000000,113280098,Body of Lies,6.5,2008
37000000,163720069,Burn After Reading,6.3,2008
30000000,160259319,27 Dresses,6.1,2008
60000000,57490374,Inkheart,5.8,2008
35000000,69823199,21,6.5,2008
20000000,64822796,The Bank Job,6.4,2008
65000000,128107642,Step Brothers,6.6,2008
70000000,111231041,Fool's Gold,5.3,2008
20000000,41627431,Never Back Down,6.5,2008
27000000,101624843,Pineapple Express,6.6,2008
6000000,44703995,The Wrestler,7,2008
80000000,212874442,Bedtime Stories,5.8,2008
20500000,10089373,Punisher: War Zone,5.5,2008
35000000,85416905,Max Payne,5.3,2008
35000000,72436439,Mirrors,6,2008
40000000,151161491,Vantage Point,6.2,2008
24000000,42105111,Zack and Miri Make a Porno,6,2008
80000000,230685453,Get Smart,5.9,2008
28000000,92380927,Role Models,6.3,2008
70000000,72108608,Babylon A.D.,5.4,2008
15000000,32002538,In Bruges,7.3,2008
55000000,113020255,Changeling,7.1,2008
90000000,162839667,The Spiderwick Chronicles,6.2,2008
12000000,43493123,Harold & Kumar Escape from Guantanamo Bay,6,2008
20000000,65569869,Street Kings,6.2,2008
9000000,32973937,Nick and Norah's Infinite Playlist,6.4,2008
80000000,163733697,Four Christmases,5.3,2008
7000000,8900000,Stargate: The Ark of Truth,6.8,2008
25000000,70442940,The House Bunny,5.6,2008
8500000,68282844,Star Wars: The Clone Wars,6,2008
10800000,113857533,Saw V,5.9,2008
62000000,41819064,The Love Guru,4.5,2008
120000000,93945766,Speed Racer,5.6,2008
15000000,96408652,Vicky Cristina Barcelona,6.7,2008
85000000,297138014,Horton Hears a Who!,6.2,2008
55000000,127906624,The Forbidden Kingdom,6.2,2008
60000000,73174566,Righteous Kill,5.8,2008
15000000,5926410,Transsiberian,6.3,2008
22000000,23530831,Traitor,6.2,2008
90000000,201596308,You Don't Mess With the Zohan,5.6,2008
32000000,51155219,Defiance,6.6,2008
35000000,32483410,Untraceable,5.8,2008
9000000,82391145,The Strangers,5.9,2008
20000000,54586584,Milk,7.1,2008
50000000,7033683,Outlander,6,2008
30000000,68369434,The X Files: I Want to Believe,5.4,2008
20000000,50907234,Doubt,6.7,2008
55000000,17869048,City of Ember,6.1,2008
40000000,84601681,Made of Honor,5.8,2008
25000000,17741298,Deception,5.8,2008
18000000,25739015,RockNRolla,6.8,2008
12000000,56309766,The Eye,5.6,2008
13000000,14894347,Elegy,6.3,2008
45000000,42487390,Bangkok Dangerous,5,2008
30000000,84646831,Meet the Spartans,4,2008
25000000,11207130,Stop-Loss,6.1,2008
25000000,19844979,Blindness,6.3,2008
60000000,39031337,The Spirit,4.6,2008
11500000,186702,Nothing But the Truth,6.1,2008
20000000,20211394,Appaloosa,6.2,2008
18000000,382174,The Informers,4.3,2008
60000000,163403799,The Happening,4.8,2008
30000000,22211426,Doomsday,5.8,2008
12000000,7070330,The Secret of Moonacre,5.7,2008
2000000,11125849,Vals Im Bashir,7.7,2008
65000000,415252786,Sex and the City,6.1,2008
15000000,8762890,The Rocker,5.4,2008
60000000,50877145,The Tale of Despereaux,5.7,2008
35000000,25871834,Superhero Movie,4.9,2008
11000000,38105395,The Secret Life of Bees,7.2,2008
15000000,1143856,The Other Man,5.1,2008
20000000,149281606,Beverly Hills Chihuahua,5.1,2008
35000000,75225693,Revolutionary Road,6.5,2008
5000000,16174377,Sunshine Cleaning,6.2,2008
8500000,8936663,Ong Bak 2,6.2,2008
30000000,31148328,Pride and Glory,6.3,2008
6000000,69497,"Surfer, Dude",5,2008
30000000,63833449,Baby Mama,5.8,2008
7000000,6230276,College,4.8,2008
20000000,13204291,Brideshead Revisited,6,2008
20000000,5530764,The Brothers Bloom,6.8,2008
60000000,50650079,Meet Dave,5.1,2008
12000000,40855419,Quarantine,5.3,2008
3500000,5231128,Justice League: The New Frontier,6.3,2008
12000000,3148182,Two Lovers,6.5,2008
25000000,2000000,Passengers,5.5,2008
27000000,44352417,The Sisterhood of the Traveling Pants 2,6,2008
40000000,9793496,The Express,7.1,2008
3500000,1115493,Surveillance,6,2008
16000000,50007546,The Women,4.6,2008
10000000,22896728,Gong fu guan lan,5.1,2008
2000000,38135878,ÐÐ´Ð¼Ð¸Ñ€Ð°Ð»ÑŠ,6.7,2008
37000000,63800345,Space Chimps,5.1,2008
20000000,27640028,Lakeview Terrace,5.8,2008
8376800,13000000,Jodhaa Akbar,7.8,2008
3000000,3830137,Choke,6.1,2008
5000000,1296184,"War, Inc.",5.5,2008
6000000,2899975,The Wackness,6.3,2008
25000000,6673422,What Just Happened,5.1,2008
11500000,69564,Assassination of a High School President,6.2,2008
25000000,14109284,Disaster Movie,3.3,2008
45000000,9323833,Miracle at St. Anna,6.3,2008
20000000,36620508,My Best Friend's Girl,5.3,2008
19000000,23550000,Paris,6.3,2008
15000000,3533227,The Midnight Meat Train,5.7,2008
8000000,2033165,Mutant Chronicles,5.1,2008
21000000,17600000,Swing Vote,5.7,2008
25100000,29506464,W.,5.6,2008
500000,33456317,Fireproof,7.5,2008
7000000,10569964,Smart People,5.5,2008
37000000,100076342,Nim's Island,5.5,2008
25000000,30000000,Igor,5.4,2008
27000000,17286299,How to Lose Friends & Alienate People,6,2008
4000000,530048,Oorlogswinter,6.8,2008
6000000,391410,While She Was Out,4.7,2008
35000000,43650785,Welcome Home Roscoe Jenkins,6.1,2008
9100000,76000000,Ghajini,6.9,2008
200000,3,Dr. Horrible's Sing-Along Blog,7.7,2008
2300000,11100000,Jaane Tu... Ya Jaane Na,6.4,2008
5000000,4040588,Bottle Shock,6.4,2008
6000000,1300000,Julia,7.1,2008
4180000,11000000,Kismat Konnection,5.8,2008
2500000,107559,Sleep Dealer,5.8,2008
15000000,317000,The Yellow Handkerchief,6.6,2008
11000000,15500000,It's Alive,4.2,2008
3500000,7700000,Expelled: No Intelligence Allowed,4.5,2008
140000000,370569774,Captain America: The First Avenger,6.5,2011
15000000,76175166,Drive,7.3,2011
125000000,1327817822,Harry Potter and the Deathly Hallows: Part 2,7.7,2011
380000000,1021683000,Pirates of the Caribbean: On Stranger Tides,6.3,2011
93000000,482860185,Rise of the Planet of the Apes,6.9,2011
150000000,444115007,Thor,6.5,2011
40000000,173930596,In Time,6.6,2011
50000000,28931401,Drive Angry,5.3,2011
40000000,51070807,The Mechanic,6.3,2011
32000000,147332697,Source Code,7,2011
145000000,694713380,Mission: Impossible - Ghost Protocol,6.7,2011
50000000,142851197,"Crazy, Stupid, Love.",6.9,2011
90000000,232617430,The Girl with the Dragon Tattoo,7.1,2011
27000000,161849455,Limitless,7,2011
150000000,665692281,Kung Fu Panda 2,6.6,2011
80000000,214918407,Just Go With It,6.3,2011
35000000,117000000,Horrible Bosses,6.4,2011
110000000,299268508,Real Steel,6.5,2011
35000000,150483765,Friends with Benefits,6.5,2011
20000000,216197492,Bad Teacher,5.4,2011
125000000,334615000,Sherlock Holmes: A Game of Shadows,6.9,2011
200000000,559852396,Cars 2,5.8,2011
200000000,219851172,Green Lantern,5.1,2011
80000000,254455986,The Hangover Part II,6.1,2011
25000000,147780440,No Strings Attached,6.1,2011
130000000,371940071,The Adventures of Tintin,6.6,2011
32500000,288383523,Bridesmaids,6.5,2011
36000000,83160734,Hall Pass,5.4,2011
50000000,260095987,Super 8,6.6,2011
82000000,89792502,Sucker Punch,5.9,2011
42000000,89162162,Red Riding Hood,5.5,2011
110000000,712171856,The Twilight Saga: Breaking Dawn - Part 1,5.8,2011
6500000,17693675,Shame,6.9,2011
55000000,187361754,Mr. Popper's Penguins,5.7,2011
32000000,54674226,The Tree of Life,6.5,2011
50000000,144492830,I Am Number Four,6,2011
90000000,484635760,Rio,6.5,2011
15000000,133432856,The Artist,7.2,2011
80000000,169852759,Zookeeper,5.4,2011
163000000,174822325,Cowboys & Aliens,5.4,2011
66000000,177584879,War Horse,6.9,2011
8000000,39187783,50/50,6.8,2011
135000000,245724603,Rango,6.5,2011
52000000,75450437,The Change-Up,5.9,2011
170000000,185770160,Hugo,6.8,2011
40000000,85412898,The Lincoln Lawyer,6.9,2011
57000000,149217355,Ghost Rider: Spirit of Vengeance,4.7,2011
15000000,59389433,One Day,6.9,2011
66000000,57777106,Killer Elite,6,2011
37000000,96047633,The Rite,5.7,2011
30000000,14460000,Winnie the Pooh,6.8,2011
75000000,132274484,The Three Musketeers,5.5,2011
8000000,1749457,Chalet Girl,6.2,2011
30000000,151119219,Midnight in Paris,7.2,2011
60000000,78309131,Priest,5.3,2011
12000000,22939027,Young Adult,5.2,2011
25000000,23057115,Warrior,7.6,2011
35000000,82087155,Abduction,5.5,2011
30000000,130786397,Unknown,6.4,2011
50200000,127869379,The Adjustment Bureau,6.4,2011
75000000,226904017,Immortals,5.6,2011
250000,3542353,Like Crazy,6.4,2011
30000000,36160375,Larry Crowne,5.6,2011
40000000,97552050,Paul,6.4,2011
40000000,60965854,Colombiana,6.5,2011
70000000,202466756,Battle: Los Angeles,5.5,2011
47000000,157887643,Final Destination 5,5.9,2011
30000000,2527904,Machine Gun Preacher,6.4,2011
79000000,149673788,Jack and Jill,4.2,2011
20000000,30426096,What's Your Number?,6.2,2011
40000000,88100000,Season of the Witch,5.2,2011
6400000,35057696,My Week with Marilyn,6.7,2011
50000000,120081841,We Bought a Zoo,6.4,2011
30000000,64626786,The Darkest Hour,4.7,2011
25000000,124272124,The Help,7.6,2011
25000000,77278331,The Grey,6.3,2011
50000000,110206216,Moneyball,6.9,2011
7000000,6038942,We Need to Talk About Kevin,7.3,2011
16000000,40492759,The Roommate,5.5,2011
130000000,554987477,Puss in Boots,6.9,2011
120000000,227817248,The Green Hornet,5.4,2011
35000000,59901913,Something Borrowed,6,2011
90000000,48795021,Conan the Barbarian,5.2,2011
45000000,160078586,Johnny English Reborn,6,2011
60000000,135458097,Contagion,6.1,2011
41000000,7448385,The Big Year,5.4,2011
17000000,43165571,Beastly,6,2011
19000000,35387212,A Very Harold & Kumar Christmas,6,2011
35000000,28128670,The Thing,6,2011
75000000,152930623,Tower Heist,5.8,2011
56000000,142044638,New Year's Eve,5.6,2011
49900000,26121638,Your Highness,5.1,2011
5000000,25562924,Apollo 18,4.9,2011
17000000,24922237,Fright Night,6.1,2011
130000000,150406466,Happy Feet Two,5.8,2011
40000000,97138686,Scream 4,6,2011
150000000,38992758,Mars Needs Moms,5.5,2011
14350531,3964682,Attack the Block,6.4,2011
21000000,72417394,Diary of a Wimpy Kid: Rodrick Rules,6.4,2011
40000000,55247881,Extremely Loud & Incredibly Close,7,2011
75000000,342695435,Alvin and the Chipmunks: Chipwrecked,5.5,2011
21000000,970816,The Beaver,6,2011
25000000,10324441,Straw Dogs,5.3,2011
10000000,136836156,The Best Exotic Marigold Hotel,6.8,2011
110000000,563749323,The Smurfs,5.5,2011
30000000,63782078,Hanna,6.5,2011
12468389,29007412,A Few Best Men,5.7,2011
5000000,3142154,Flypaper,6.1,2011
3500000,19504039,Margin Call,6.6,2011
