budget,revenue,original_title,vote_average,release_year
22,0.85,Shelter,5.5,2010
22,9.48,Stone,4.9,2010
15,75.7,Diary of a Wimpy Kid,5.8,2010
2,0.57,I Spit on Your Grave,6.2,2010
24,83.19,Piranha 3D,5.2,2010
40,58.79,Morning Glory,6.1,2010
12.5,6.73,Conviction,7,2010
90,16.18,The Nutcracker: The Untold Story,5.8,2010
1.8,67.74,The Last Exorcism,5.4,2010
48,112.46,Tooth Fairy,5.2,2010
22,24.19,Fair Game,6.4,2010
10,0.5,The Ward,5.9,2010
1.99,19.15,Buried,6.5,2010
69,86.39,Dinner for Schmucks,5.4,2010
4,34.71,The Kids Are All Right,6.4,2010
10,66.82,Skyline,4.7,2010
20,45.64,The Debt,6.1,2010
2,13.83,Winter's Bone,6.7,2010
7,0.05,Ca$h,5.8,2010
85,112.48,Cats & Dogs 2 : The Revenge of Kitty Gal,5,2010
10,6.11,MacGruber,5.2,2010
120,48.67,How Do You Know,4.9,2010
0.5,0.1,Rubber,5.6,2010
28,45.24,The Spy Next Door,5.4,2010
20,49.78,She's Out of My League,5.9,2010
12,0.2,Henry's Crime,5.8,2010
25,4.64,London Boulevard,5.5,2010
50,105.2,Hereafter,5.5,2010
25,19.83,My Soul to Take,5.2,2010
30,0.97,TEKKEN,5,2010
30,0.97,TEKKEN,5,2010
25,15.48,The Conspirator,5.9,2010
21,49.05,Death at a Funeral,5.7,2010
7,0.38,Hesher,6.2,2010
5,1,Animal Kingdom,6.7,2010
50,83.76,Marmaduke,4.9,2010
70,134.75,Wall Street: Money Never Sleeps,5.8,2010
18,0.87,Carlos,6.2,2010
8,18.12,Another Year,6.7,2010
5,2.61,Everything Must Go,5.8,2010
20,54.96,The Crazies,6.1,2010
5,5.13,Rabbit Hole,6.6,2010
20,39.3,Alpha and Omega,5.5,2010
80,201.58,Yogi Bear,5.1,2010
5.77,18.14,StreetDance 3D,5.8,2010
2.5,0.32,Super,6.6,2010
20,0.35,The Tempest,6.1,2010
15,20.53,Country Strong,5.9,2010
27,16.5,"Tomorrow, When the War Began",6.5,2010
31,15.13,Extraordinary Measures,5.8,2010
10,33.58,Devil,5.6,2010
14,21.41,Our Family Wedding,5.9,2010
0.1,1,Halo Legends,7.2,2010
30,8.45,Barney's Version,6.9,2010
80,74.9,Edge of Darkness,6,2010
4.6,1.16,4.3.2.1,5.9,2010
4,0.06,Dirty Girl,6.2,2010
0.03,3.05,Catfish,6.4,2010
35,39.34,Furry Vengeance,4.7,2010
12.5,1.08,Casino Jack,6,2010
2.5,0.05,Hatchet II,5.1,2010
20,4.63,Dylan Dog: Dead of Night,4.9,2010
0.03,0.62,Howl,6.8,2010
3,0.1,Freakonomics,6.7,2010
12.5,3.88,The Perfect Game,5.7,2010
0.65,0.03,Stake Land,6.2,2010
425,11.09,The Warrior's Way,6.4,2010
10,4.35,Burke & Hare,6,2010
10,0.06,Inhale,5.9,2010
0.97,4.27,Four Lions,7,2010
1.5,0.19,Waste Land,7.8,2010
7,0.45,The Extra Man,5.9,2010
4.5,0.12,The Romantics,4.8,2010
7,3.22,Balada triste de trompeta,6.2,2010
20,60.07,Why Did I Get Married Too?,6,2010
60,296.22,Resident Evil: Afterlife,5.8,2010
10,1.07,Vanishing on 7th Street,4.8,2010
10,5,Action Replayy,4.9,2010
35,60.25,Secretariat,6.6,2010
0,0,Boy,7.3,2010
82.47,132.02,Fight Club,8.1,1999
82.47,606.77,The Matrix,7.8,1999
19.64,466.41,American Beauty,7.7,1999
150.54,1209.98,Star Wars: Episode I - The Phantom Menac,6.3,1999
104.72,544.42,The Mummy,6.3,1999
78.54,372.56,The Green Mile,8,1999
52.36,880.74,The Sixth Sense,7.5,1999
176.72,473.66,The World Is Not Enough,6,1999
13.75,99.36,Cruel Intentions,6.5,1999
130.91,269.76,Sleepy Hollow,6.7,1999
14.4,308.26,American Pie,6.4,1999
86.4,278.05,Entrapment,5.9,1999
117.81,634.91,Toy Story 2,7.2,1999
20.94,70.01,10 Things I Hate About You,7.2,1999
54.98,476.35,Notting Hill,6.8,1999
43.2,407.04,Austin Powers: The Spy Who Shagged Me,6,1999
2.62,15.11,Boys Don't Cry,7,1999
117.81,78.92,The Insider,7.1,1999
58.91,118.71,Galaxy Quest,6.6,1999
85.09,212.19,Eyes Wide Shut,6.8,1999
17.02,29.93,Being John Malkovich,7.1,1999
104.72,231.55,Analyze This,6.3,1999
174.1,392.89,Stuart Little,5.6,1999
95.56,198.31,The Bone Collector,6.5,1999
222.54,290.75,Wild Wild West,5.2,1999
209.45,80.77,The 13th Warrior,6.2,1999
130.91,277.5,End of Days,5.4,1999
31.42,115.91,The Cider House Rules,6.6,1999
91.63,30.32,The Iron Giant,7.5,1999
78.54,96.41,Deep Blue Sea,5.5,1999
117.81,211.58,Payback,6.5,1999
91.63,405.1,Runaway Bride,5.7,1999
13.09,135.05,She's All That,5.6,1999
91.63,232.8,Double Jeopardy,6.1,1999
7.85,0.04,The Boondock Saints,7.1,1999
13.09,16.79,Office Space,7.3,1999
7.85,13.63,The Virgin Suicides,7,1999
130.91,122.66,Bicentennial Man,6.7,1999
0.03,324.65,The Blair Witch Project,6.3,1999
49.74,76.45,The Ninth Gate,6.2,1999
65.45,96.81,The Hurricane,7.3,1999
20.94,24.3,The Thirteenth Floor,6.5,1999
44.77,307.37,Big Daddy,6.2,1999
52.36,126.48,8MM,6,1999
13.09,40.13,Dogma,6.6,1999
104.72,119.37,The Haunting,5.3,1999
98.18,122.9,Forces of Nature,5.2,1999
45.82,52.71,Blast from the Past,6.2,1999
104.72,155.62,Message in a Bottle,5.7,1999
78.54,195.97,The General's Daughter,5.9,1999
37.96,65.51,Stigmata,5.8,1999
15.71,27.66,Stir of Echoes,6.3,1999
48.43,63.43,Magnolia,7.3,1999
66.76,48.32,The Bachelor,4.5,1999
98.18,18.34,Virus,4.9,1999
52.36,168.6,The Talented Mr. Ripley,6.9,1999
35.34,74.45,Lake Placid,5.3,1999
44.51,5.52,Detroit Rock City,6.4,1999
89.02,38.96,Mystery Men,5.4,1999
104.72,118.96,Fantasia 2000,6.9,1999
8.51,37.24,Go,6.9,1999
32.73,110.7,Never Been Kissed,5.7,1999
98.18,141.38,Three Kings,6.3,1999
107.34,62.09,Man on the Moon,6.6,1999
32.73,17.02,Brokedown Palace,6.3,1999
24.87,53.47,House on Haunted Hill,5.6,1999
62.83,162.72,The Thomas Crown Affair,6.7,1999
83.78,97.67,Random Hearts,5.3,1999
19.64,3.74,eXistenZ,6.6,1999
30.11,14.17,The End of the Affair,6.1,1999
85.09,154.15,Blue Streak,6,1999
27.49,23.25,The Rage: Carrie 2,5.1,1999
13.09,6.86,Black and White,4.7,1999
32.73,19.84,The Corruptor,6.1,1999
58.91,13.96,Universal Soldier: The Return,4.5,1999
91.63,14.75,Chill Factor,5.4,1999
104.72,96.01,Life,6.6,1999
30.11,24.42,Anywhere But Here,5.9,1999
98.18,25.66,The Astronaut's Wife,5.4,1999
85.09,48.24,My Favorite Martian,5.2,1999
13.09,4.18,The Limey,6.6,1999
0,0,Angela's Ashes,7,1999
65.45,77.1,The Story of Us,5.9,1999
10.47,23.36,Drive Me Crazy,5.9,1999
31.42,21.33,Muppets from Space,5.7,1999
18.33,24.26,An Ideal Husband,6.4,1999
22.25,85.79,Deuce Bigalow: Male Gigolo,5.3,1999
32.73,5.44,Idle Hands,6.1,1999
72,131.21,Any Given Sunday,6.8,1999
49.74,36.81,The Deep End of the Ocean,5.8,1999
0.79,5.24,Human Traffic,6.8,1999
9.16,18.34,In Too Deep,6.5,1999
17.02,11.71,Teaching Mrs. Tingle,5.3,1999
13.09,13.84,Drop Dead Gorgeous,6.2,1999
11.78,45.26,The Best Man,7.8,1999
7.85,5.76,Simply Irresistible,6.2,1999
35.34,19.45,Music of the Heart,6.7,1999
36.65,11.64,"Mystery, Alaska",5.8,1999
65.45,17.36,The Mod Squad,4.5,1999
7.85,32.8,The Wood,7.6,1999
7.85,8.97,200 Cigarettes,6.5,1999
98.18,37.96,The Out-of-Towners,5.2,1999
78.54,87.68,Joan of Arc,6.1,1999
26.18,2,Beowulf,4.5,1999
31.42,11.04,Play It to the Bone,5.3,1999
2.23,2.54,"Happy, Texas",5.3,1999
49.74,0.83,Ride with the Devil,6.6,1999
3.93,4.03,Jawbreaker,5.6,1999
17.02,36,Dick,5.7,1999
32.73,15.71,The King and I,4.7,1999
9.16,9.55,Outside Providence,5.6,1999
0.59,2.68,Trick,6.5,1999
15.71,47.72,Baby Geniuses,3.8,1999
4.97,36.92,East Is East,6.5,1999
0,0,Lost & Found,4.8,1999
15.71,27.49,Tea with Mussolini,5.7,1999
114.53,1073.08,The Lord of the Rings: The Fellowship of,7.8,2001
153.94,1202.52,Harry Potter and the Philosopher's Stone,7.2,2001
18.47,24.77,Mulholland Drive,7.4,2001
7.39,1.56,Donnie Darko,7.5,2001
141.62,693.1,"Monsters, Inc.",7.3,2001
123.15,290.54,A.I. Artificial Intelligence,6.6,2001
73.89,596.54,Shrek,7.1,2001
30.79,347.19,Bridget Jones's Diary,6.5,2001
104.68,555.05,Ocean's Eleven,7,2001
172.41,553.21,Pearl Harbor,6.6,2001
120.69,533.25,The Mummy Returns,5.8,2001
147.78,229.12,Atlantis: The Lost Empire,6.5,2001
141.62,338.29,Lara Croft: Tomb Raider,5.6,2001
73.89,386.12,A Beautiful Mind,7.5,2001
36.94,354.12,American Pie 2,5.9,2001
45.57,203.61,The Princess Diaries,6.3,2001
64.65,220.7,Moulin Rouge!,7.2,2001
123.15,446.06,Planet of the Apes,5.5,2001
25.86,87.98,The Royal Tenenbaums,7.3,2001
65.27,102.56,Blow,7.3,2001
86.2,119.43,Enemy at the Gates,7.1,2001
113.3,213.03,Black Hawk Down,7.1,2001
22.17,174.59,Legally Blonde,6.1,2001
80.05,144.68,A Knight's Tale,6.5,2001
34.48,74.85,Zoolander,6.1,2001
19.7,81.85,Not Another Teen Movie,5.3,2001
55.42,173.91,Scary Movie 2,5.5,2001
110.83,427.73,Rush Hour 2,6.5,2001
55.42,129.15,Training Day,7.2,2001
20.94,258.55,The Others,7.1,2001
30.79,99.67,Jimmy Neutron: Boy Genius,5.5,2001
27.09,41.61,Jay and Silent Bob Strike Back,6.3,2001
34.48,95.46,Serendipity,6.6,2001
73.89,114.99,Cats & Dogs,5,2001
83.74,250.47,Vanilla Sky,6.3,2001
30.79,79.35,Kiss of the Dragon,6.3,2001
113.3,176.16,Spy Game,6.5,2001
125.61,181.13,Swordfish,6,2001
49.26,173.73,Shallow Hal,5.5,2001
36.94,21.96,AntiTrust,5.6,2001
168.71,104.84,Final Fantasy: The Spirits Within,5.6,2001
51.72,43.6,Original Sin,5.8,2001
86.2,216.87,Dr. Dolittle 2,4.9,2001
49.26,112.99,Behind Enemy Lines,5.9,2001
12.31,72.93,Jeepers Creepers,6,2001
43.1,91.82,From Hell,6.4,2001
88.67,34.04,The Last Castle,7.1,2001
73.89,129.53,Along Came a Spider,5.8,2001
3.69,22.77,Super Troopers,6.7,2001
43.1,116.66,The Wedding Planner,5.4,2001
59.11,105.29,Rat Race,5.9,2001
24.38,108.07,Gosford Park,6.6,2001
13.55,19.7,Jason X,4.3,2001
70.19,182.07,The Mexican,5.7,2001
28.32,45.13,Joy Ride,6.2,2001
27.09,49.59,I Am Sam,7.2,2001
70.19,20.93,Rock Star,5.9,2001
59.11,61.96,K-PAX,7,2001
61.57,123.17,Don't Say a Word,6.1,2001
26.05,48.57,Crocodile Dundee in Los Angeles,4.8,2001
13.55,16.15,Frailty,6.8,2001
65.27,36.58,Angel Eyes,5.6,2001
38.18,29.78,Hearts in Atlantis,6.3,2001
36.94,29.09,The Glass House,5.3,2001
73.89,69.41,15 Minutes,5.7,2001
39.41,49.53,Hardball,6.4,2001
98.52,121.15,Evolution,5.4,2001
131.77,108.02,Ali,6.7,2001
1.85,0.46,Session 9,6,2001
83.74,87.52,The Score,6.6,2001
4.93,55.31,Monster's Ball,6.4,2001
21.8,38.16,Joe Dirt,5.5,2001
61.57,98.47,Exit Wounds,5,2001
25.86,34.49,The Tailor of Panama,5.7,2001
49.26,80.98,Sweet November,6.5,2001
14.78,38.37,How High,6.5,2001
13.55,28.85,Tomcats,4.8,2001
88.67,45.96,The Majestic,6.5,2001
76.35,23.05,3000 Miles to Graceland,5.4,2001
0.12,0.6,Tape,6.6,2001
2.56,5.05,Dil Chahta Hai,7.3,2001
34.48,17.25,Ghosts of Mars,4.6,2001
27.09,23.83,Saving Silverman,5.2,2001
59.11,44.02,Riding in Cars with Boys,6.4,2001
92.36,16.74,Osmosis Jones,5.6,2001
17.24,12.84,Head Over Heels,5.3,2001
46.8,255.27,The Fast and the Furious,6.4,2001
7.39,0.87,Human Nature,5.7,2001
16.01,112.11,Save the Last Dance,6.4,2001
43.1,182.18,Spy Kids,5.5,2001
43.1,36.21,The Pledge,6.1,2001
92.36,83.29,Bandits,6.1,2001
27.09,104.4,The Animal,4.5,2001
18.47,14.78,Knockaround Guys,5.7,2001
16.01,20.85,Crazy/Beautiful,6.6,2001
115.76,67.42,Driven,4.8,2001
29.56,18.2,Out Cold,6.1,2001
43.1,16.85,American Outlaws,5.8,2001
107.14,433.1,Hannibal,6.3,2001
92.36,66.81,Domestic Disturbance,5.4,2001
12.31,54.75,Recess: School's Out,6.5,2001
41.87,24.25,Summer Catch,4.8,2001
6.16,0.36,Wet Hot American Summer,6.5,2001
1.85,0.51,The Believer,6.8,2001
14.78,21.3,Max Keeble's Big Move,5.3,2001
92.36,6.66,Monkeybone,4,2001
0.31,5.16,Lovely & Amazing,6.3,2001
13.55,29.53,Corky Romano,4.4,2001
114.53,454.15,Jurassic Park III,5.6,2001
70.19,76.49,Captain Corelli's Mandolin,5.6,2001
1.23,12.33,Kissing Jessica Stein,5.9,2001
49.26,33.32,The Musketeer,5.1,2001
8.62,4.49,The Cat's Meow,5.7,2001
0.86,2.05,L.I.E. Long Island Expressway,5.2,2001
7.39,2.49,Novocaine,5.9,2001
13.55,16.35,Sugar & Spice,5.4,2001
12.31,9.01,Bones,4,2001
8.62,12.6,The Wash,5.6,2001
18.47,0.2,Down,3.7,2001
6.16,6.74,Made,5.8,2001
19.7,36.18,Baby Boy,7.4,2001
187.37,1014.73,The Dark Knight,8.1,2008
182.3,527.98,WALLÂ·E,7.6,2008
141.79,592.66,Iron Man,7.3,2008
25.32,229.73,Taken,7.2,2008
187.37,796.69,Indiana Jones and the Kingdom of the Cry,5.6,2008
37.47,397.64,Twilight,5.8,2008
202.56,593.58,Quantum of Solace,6,2008
131.66,639.82,Kung Fu Panda,6.8,2008
19.24,19,Sex Drive,5.9,2008
52.66,617.64,Mamma Mia!,6.2,2008
151.92,338.2,The Curious Case of Benjamin Button,7.2,2008
146.85,406.26,The Mummy: Tomb of the Dragon Emperor,5.1,2008
151.92,165.81,The Incredible Hulk,6.1,2008
33.42,273.41,Gran Torino,7.6,2008
151.92,611.62,Madagascar: Escape 2 Africa,6.1,2008
86.09,162.44,Hellboy II: The Golden Army,6.4,2008
86.09,225.07,Jumper,5.9,2008
45.58,103,Journey to the Center of the Earth,5.7,2008
75.96,261.57,Wanted,6.3,2008
15.19,382.74,Slumdog Millionaire,7.5,2008
30.38,110.37,Transporter 3,5.9,2008
75.96,202.84,Valkyrie,6.6,2008
106.34,269.4,"10,000 BC",5.2,2008
151.92,632.01,Hancock,6,2008
15.19,42.54,The Hurt Locker,7.2,2008
35.45,172.17,What Happens in Vegas,5.8,2008
227.88,425.02,The Chronicles of Narnia: Prince Caspian,6.1,2008
93.18,190.48,Tropic Thunder,6.4,2008
81.02,180.34,Eagle Eye,6.2,2008
12.66,20.68,The Boy in the Striped Pyjamas,7.6,2008
50.64,114.69,Rambo,6.2,2008
45.58,74.71,Death Race,5.9,2008
23.29,152.75,Step Up 2: The Streets,6.4,2008
81.02,236.07,The Day the Earth Stood Still,5.1,2008
55.7,170.32,Seven Pounds,7.4,2008
25.32,172.95,Cloverfield,6.4,2008
151.92,313.94,Bolt,6.3,2008
30.38,106.52,Forgetting Sarah Marshall,6.3,2008
131.66,50.19,Australia,6.3,2008
70.9,228.88,Yes Man,6.3,2008
60.77,247.2,Marley & Me,6.8,2008
70.9,114.73,Body of Lies,6.5,2008
37.47,165.81,Burn After Reading,6.3,2008
30.38,162.31,27 Dresses,6.1,2008
60.77,58.23,Inkheart,5.8,2008
35.45,70.72,21,6.5,2008
20.26,65.65,The Bank Job,6.4,2008
65.83,129.75,Step Brothers,6.6,2008
70.9,112.65,Fool's Gold,5.3,2008
20.26,42.16,Never Back Down,6.5,2008
27.35,102.92,Pineapple Express,6.6,2008
6.08,45.28,The Wrestler,7,2008
81.02,215.6,Bedtime Stories,5.8,2008
20.76,10.22,Punisher: War Zone,5.5,2008
35.45,86.51,Max Payne,5.3,2008
35.45,73.36,Mirrors,6,2008
40.51,153.09,Vantage Point,6.2,2008
24.31,42.64,Zack and Miri Make a Porno,6,2008
81.02,233.64,Get Smart,5.9,2008
28.36,93.56,Role Models,6.3,2008
70.9,73.03,Babylon A.D.,5.4,2008
15.19,32.41,In Bruges,7.3,2008
55.7,114.47,Changeling,7.1,2008
91.15,164.92,The Spiderwick Chronicles,6.2,2008
12.15,44.05,Harold & Kumar Escape from Guantanamo Ba,6,2008
20.26,66.41,Street Kings,6.2,2008
9.12,33.4,Nick and Norah's Infinite Playlist,6.4,2008
81.02,165.83,Four Christmases,5.3,2008
7.09,9.01,Stargate: The Ark of Truth,6.8,2008
25.32,71.34,The House Bunny,5.6,2008
8.61,69.16,Star Wars: The Clone Wars,6,2008
10.94,115.31,Saw V,5.9,2008
62.79,42.35,The Love Guru,4.5,2008
121.53,95.15,Speed Racer,5.6,2008
15.19,97.64,Vicky Cristina Barcelona,6.7,2008
86.09,300.94,Horton Hears a Who!,6.2,2008
55.7,129.54,The Forbidden Kingdom,6.2,2008
60.77,74.11,Righteous Kill,5.8,2008
15.19,6,Transsiberian,6.3,2008
22.28,23.83,Traitor,6.2,2008
91.15,204.17,You Don't Mess With the Zohan,5.6,2008
32.41,51.81,Defiance,6.6,2008
35.45,32.9,Untraceable,5.8,2008
9.12,83.44,The Strangers,5.9,2008
20.26,55.28,Milk,7.1,2008
50.64,7.12,Outlander,6,2008
30.38,69.24,The X Files: I Want to Believe,5.4,2008
20.26,51.56,Doubt,6.7,2008
55.7,18.1,City of Ember,6.1,2008
40.51,85.68,Made of Honor,5.8,2008
25.32,17.97,Deception,5.8,2008
18.23,26.07,RockNRolla,6.8,2008
12.15,57.03,The Eye,5.6,2008
13.17,15.08,Elegy,6.3,2008
45.58,43.03,Bangkok Dangerous,5,2008
30.38,85.73,Meet the Spartans,4,2008
25.32,11.35,Stop-Loss,6.1,2008
25.32,20.1,Blindness,6.3,2008
60.77,39.53,The Spirit,4.6,2008
11.65,0.19,Nothing But the Truth,6.1,2008
20.26,20.47,Appaloosa,6.2,2008
18.23,0.39,The Informers,4.3,2008
60.77,165.49,The Happening,4.8,2008
30.38,22.5,Doomsday,5.8,2008
12.15,7.16,The Secret of Moonacre,5.7,2008
2.03,11.27,Vals Im Bashir,7.7,2008
65.83,420.56,Sex and the City,6.1,2008
15.19,8.87,The Rocker,5.4,2008
60.77,51.53,The Tale of Despereaux,5.7,2008
35.45,26.2,Superhero Movie,4.9,2008
11.14,38.59,The Secret Life of Bees,7.2,2008
15.19,1.16,The Other Man,5.1,2008
20.26,151.19,Beverly Hills Chihuahua,5.1,2008
35.45,76.19,Revolutionary Road,6.5,2008
5.06,16.38,Sunshine Cleaning,6.2,2008
8.61,9.05,Ong Bak 2,6.2,2008
30.38,31.55,Pride and Glory,6.3,2008
6.08,0.07,"Surfer, Dude",5,2008
30.38,64.65,Baby Mama,5.8,2008
7.09,6.31,College,4.8,2008
20.26,13.37,Brideshead Revisited,6,2008
20.26,5.6,The Brothers Bloom,6.8,2008
60.77,51.3,Meet Dave,5.1,2008
12.15,41.38,Quarantine,5.3,2008
3.54,5.3,Justice League: The New Frontier,6.3,2008
12.15,3.19,Two Lovers,6.5,2008
25.32,2.03,Passengers,5.5,2008
27.35,44.92,The Sisterhood of the Traveling Pants 2,6,2008
40.51,9.92,The Express,7.1,2008
3.54,1.13,Surveillance,6,2008
16.2,50.65,The Women,4.6,2008
10.13,23.19,Gong fu guan lan,5.1,2008
2.03,38.62,ÐÐ´Ð¼Ð¸Ñ€Ð°Ð»ÑŠ,6.7,2008
37.47,64.62,Space Chimps,5.1,2008
20.26,27.99,Lakeview Terrace,5.8,2008
8.48,13.17,Jodhaa Akbar,7.8,2008
3.04,3.88,Choke,6.1,2008
5.06,1.31,"War, Inc.",5.5,2008
6.08,2.94,The Wackness,6.3,2008
25.32,6.76,What Just Happened,5.1,2008
11.65,0.07,Assassination of a High School President,6.2,2008
25.32,14.29,Disaster Movie,3.3,2008
45.58,9.44,Miracle at St. Anna,6.3,2008
20.26,37.09,My Best Friend's Girl,5.3,2008
19.24,23.85,Paris,6.3,2008
15.19,3.58,The Midnight Meat Train,5.7,2008
8.1,2.06,Mutant Chronicles,5.1,2008
21.27,17.83,Swing Vote,5.7,2008
25.42,29.88,W.,5.6,2008
0.51,33.88,Fireproof,7.5,2008
7.09,10.71,Smart People,5.5,2008
37.47,101.36,Nim's Island,5.5,2008
25.32,30.38,Igor,5.4,2008
27.35,17.51,How to Lose Friends & Alienate People,6,2008
4.05,0.54,Oorlogswinter,6.8,2008
6.08,0.4,While She Was Out,4.7,2008
35.45,44.21,Welcome Home Roscoe Jenkins,6.1,2008
9.22,76.97,Ghajini,6.9,2008
0.2,0,Dr. Horrible's Sing-Along Blog,7.7,2008
2.33,11.24,Jaane Tu... Ya Jaane Na,6.4,2008
5.06,4.09,Bottle Shock,6.4,2008
6.08,1.32,Julia,7.1,2008
4.23,11.14,Kismat Konnection,5.8,2008
2.53,0.11,Sleep Dealer,5.8,2008
15.19,0.32,The Yellow Handkerchief,6.6,2008
11.14,15.7,It's Alive,4.2,2008
3.54,7.8,Expelled: No Intelligence Allowed,4.5,2008
135.72,359.23,Captain America: The First Avenger,6.5,2011
14.54,73.84,Drive,7.3,2011
121.17,1287.18,Harry Potter and the Deathly Hallows: Pa,7.7,2011
368.37,990.42,Pirates of the Caribbean: On Stranger Ti,6.3,2011
90.15,468.08,Rise of the Planet of the Apes,6.9,2011
145.41,430.52,Thor,6.5,2011
38.78,168.61,In Time,6.6,2011
48.47,28.05,Drive Angry,5.3,2011
38.78,49.51,The Mechanic,6.3,2011
31.02,142.82,Source Code,7,2011
140.56,673.45,Mission: Impossible - Ghost Protocol,6.7,2011
48.47,138.48,"Crazy, Stupid, Love.",6.9,2011
87.25,225.5,The Girl with the Dragon Tattoo,7.1,2011
26.17,156.9,Limitless,7,2011
145.41,645.32,Kung Fu Panda 2,6.6,2011
77.55,208.34,Just Go With It,6.3,2011
33.93,113.42,Horrible Bosses,6.4,2011
106.63,290.11,Real Steel,6.5,2011
33.93,145.88,Friends with Benefits,6.5,2011
19.39,209.58,Bad Teacher,5.4,2011
121.17,324.38,Sherlock Holmes: A Game of Shadows,6.9,2011
193.88,542.72,Cars 2,5.8,2011
193.88,213.12,Green Lantern,5.1,2011
77.55,246.67,The Hangover Part II,6.1,2011
24.23,143.26,No Strings Attached,6.1,2011
126.02,360.56,The Adventures of Tintin,6.6,2011
31.51,279.56,Bridesmaids,6.5,2011
34.9,80.62,Hall Pass,5.4,2011
48.47,252.14,Super 8,6.6,2011
79.49,87.04,Sucker Punch,5.9,2011
40.71,86.43,Red Riding Hood,5.5,2011
106.63,690.38,The Twilight Saga: Breaking Dawn - Part ,5.8,2011
6.3,17.15,Shame,6.9,2011
53.32,181.63,Mr. Popper's Penguins,5.7,2011
31.02,53,The Tree of Life,6.5,2011
48.47,140.07,I Am Number Four,6,2011
87.25,469.8,Rio,6.5,2011
14.54,129.35,The Artist,7.2,2011
77.55,164.65,Zookeeper,5.4,2011
158.01,169.47,Cowboys & Aliens,5.4,2011
63.98,172.15,War Horse,6.9,2011
7.76,37.99,50/50,6.8,2011
130.87,238.2,Rango,6.5,2011
50.41,73.14,The Change-Up,5.9,2011
164.8,180.09,Hugo,6.8,2011
38.78,82.8,The Lincoln Lawyer,6.9,2011
55.26,144.65,Ghost Rider: Spirit of Vengeance,4.7,2011
14.54,57.57,One Day,6.9,2011
63.98,56.01,Killer Elite,6,2011
35.87,93.11,The Rite,5.7,2011
29.08,14.02,Winnie the Pooh,6.8,2011
72.7,128.23,The Three Musketeers,5.5,2011
7.76,1.7,Chalet Girl,6.2,2011
29.08,146.49,Midnight in Paris,7.2,2011
58.16,75.91,Priest,5.3,2011
11.63,22.24,Young Adult,5.2,2011
24.23,22.35,Warrior,7.6,2011
33.93,79.58,Abduction,5.5,2011
29.08,126.78,Unknown,6.4,2011
48.66,123.96,The Adjustment Bureau,6.4,2011
72.7,219.96,Immortals,5.6,2011
0.24,3.43,Like Crazy,6.4,2011
29.08,35.05,Larry Crowne,5.6,2011
38.78,94.57,Paul,6.4,2011
38.78,59.1,Colombiana,6.5,2011
67.86,196.27,Battle: Los Angeles,5.5,2011
45.56,153.06,Final Destination 5,5.9,2011
29.08,2.45,Machine Gun Preacher,6.4,2011
76.58,145.09,Jack and Jill,4.2,2011
19.39,29.49,What's Your Number?,6.2,2011
38.78,85.4,Season of the Witch,5.2,2011
6.2,33.98,My Week with Marilyn,6.7,2011
48.47,116.41,We Bought a Zoo,6.4,2011
29.08,62.65,The Darkest Hour,4.7,2011
24.23,120.47,The Help,7.6,2011
24.23,74.91,The Grey,6.3,2011
48.47,106.83,Moneyball,6.9,2011
6.79,5.85,We Need to Talk About Kevin,7.3,2011
15.51,39.25,The Roommate,5.5,2011
126.02,538,Puss in Boots,6.9,2011
116.33,220.85,The Green Hornet,5.4,2011
33.93,58.07,Something Borrowed,6,2011
87.25,47.3,Conan the Barbarian,5.2,2011
43.62,155.18,Johnny English Reborn,6,2011
58.16,131.31,Contagion,6.1,2011
39.75,7.22,The Big Year,5.4,2011
16.48,41.84,Beastly,6,2011
18.42,34.3,A Very Harold & Kumar Christmas,6,2011
33.93,27.27,The Thing,6,2011
72.7,148.25,Tower Heist,5.8,2011
54.29,137.7,New Year's Eve,5.6,2011
48.37,25.32,Your Highness,5.1,2011
4.85,24.78,Apollo 18,4.9,2011
16.48,24.16,Fright Night,6.1,2011
126.02,145.8,Happy Feet Two,5.8,2011
38.78,94.17,Scream 4,6,2011
145.41,37.8,Mars Needs Moms,5.5,2011
13.91,3.84,Attack the Block,6.4,2011
20.36,70.2,Diary of a Wimpy Kid: Rodrick Rules,6.4,2011
38.78,53.56,Extremely Loud & Incredibly Close,7,2011
72.7,332.21,Alvin and the Chipmunks: Chipwrecked,5.5,2011
20.36,0.94,The Beaver,6,2011
24.23,10.01,Straw Dogs,5.3,2011
9.69,132.65,The Best Exotic Marigold Hotel,6.8,2011
106.63,546.5,The Smurfs,5.5,2011
29.08,61.83,Hanna,6.5,2011
12.09,28.12,A Few Best Men,5.7,2011
4.85,3.05,Flypaper,6.1,2011
3.39,18.91,Margin Call,6.6,2011
34.9,183.91,Gnomeo & Juliet,5.7,2011
15.29,0.72,Blitz,6,2011
19.39,171.82,The Descendants,6.6,2011
61.07,178.32,Hop,5.4,2011
43.62,23.27,The Rum Diary,5.5,2011
5.82,18.96,The Guard,6.6,2011
9.69,16.74,Our Idiot Brother,5.7,2011
9.69,0.59,The Ledge,5.7,2011
23.27,61.6,Footloose,6.5,2011
34.9,9.32,Trespass,5.3,2011
24.23,26.76,Carnage,6.9,2011
0.1,1.72,Another Earth,6.8,2011
12.12,73.67,The Ides of March,6.4,2011
189.03,1089.36,Transformers: Dark of the Moon,6.1,2011
4.85,199.41,Paranormal Activity 3,6,2011
